block,term,coefficient,coef_std
(intercept),(Intercept),-11.1859861560953,
focal,BLUE_t,0,0
focal,GREEN_t,0,0
focal,RED_t,0,0
focal,NIR_t,2.39136614850898,0.14581956033023
focal,SWIR1_t,0.417935444390823,0.029847591791331
focal,SWIR2_t,8.23621833455248,0.532418444234247
focal,NBR_t,-11.1721300220767,-1.6230736867786
focal,NBR2_t,-36.1666197338688,-2.35659326047535
focal,NDVI_t,-0.183014038902764,-0.0201877163362581
focal,NDMI_t,0,0
focal,NDSI_t,-0.967464153710876,-0.0816096451582659
prev,GREEN_med,0,0
prev,GREEN_wet,0,0
prev,GREEN_dry,-0.000115819848632963,-0.116039163171565
prev,GREEN_sd,0,0
prev,NIR_med,0.000113341939830552,0.0717394551501194
prev,NIR_wet,0,0
prev,NIR_dry,0,0
prev,NIR_sd,0.00112370578194143,0.578458271400381
prev,SWIR1_med,0,0
prev,SWIR1_wet,0,0
prev,SWIR1_dry,0,0
prev,SWIR1_sd,0,0
prev,SWIR2_med,-0.000366746552213087,-0.235172736000354
prev,SWIR2_wet,-0.000681118996881454,-0.416181711096047
prev,SWIR2_dry,0,0
prev,SWIR2_sd,0,0
prev,NDVI_med,7.55727384860803e-05,0.0610158554594686
prev,NDVI_wet,0.000112195064862283,0.156608249760874
prev,NDVI_dry,0.000312861434132561,0.199680360683143
prev,NDVI_sd,-0.000370572710695215,-0.167830309500886
prev,NDWI_med,0,0
prev,NDWI_wet,0.00043856863532395,0.507364418322247
prev,NDWI_dry,-5.34872563721519e-05,-0.0649044585187761
prev,NDWI_sd,0.000234336711896751,0.160189504913431
prev,NPV_med,0.810215749176998,1.80344269482071
prev,NPV_wet,0,0
prev,NPV_dry,0,0
prev,NPV_sd,0.00685877106688527,0.0194608546645886
prev,NDFI_med,0.00551691843739882,0.301849577512887
prev,NDFI_wet,3.03136312106759e-06,0.000187053468237057
prev,NDFI_dry,0,0
prev,NDFI_sd,0,0
pairs,BLUE_t__NBR_t,0,0
pairs,BLUE_t__NBR2_t,0,0
pairs,BLUE_t__NDMI_t,0,0
pairs,BLUE_t__RED_t,0,0
pairs,BLUE_t__SWIR1_t,0,0
pairs,GREEN_t__NIR_t,0,0
pairs,NBR_t__NBR2_t,46.1379515736426,1.41438780719964
pairs,NBR_t__NDMI_t,0,0
pairs,NBR2_t__NDSI_t,0,0
pairs,NBR2_t__NDVI_t,0,0
pairs,NDMI_t__NDSI_t,0,0
pairs,NDVI_t__NDMI_t,0,0
pairs,NDVI_t__NDSI_t,0,0
pairs,NIR_t__NBR_t,0,0
pairs,NIR_t__NDSI_t,0,0
pairs,NIR_t__SWIR1_t,0,0
pairs,NIR_t__SWIR2_t,-2.84061841392743,-0.0676656439757973
pairs,SWIR1_t__NDMI_t,0,0
pairs,SWIR1_t__NDSI_t,0,0
pairs,SWIR1_t__NDVI_t,0,0
pairs,SWIR1_t__SWIR2_t,0,0
pairs,SWIR2_t__NDVI_t,0,0
sameband,GREEN_med__GREEN_t,0,0
sameband,GREEN_sd__GREEN_t,0,0
sameband,NIR_med__NIR_t,-0.000584145904340042,-0.139455284002754
sameband,NIR_sd__NIR_t,-0.00182677772748138,-0.219704998879474
sameband,SWIR1_med__SWIR1_t,0,0
sameband,SWIR1_sd__SWIR1_t,0,0
sameband,SWIR2_med__SWIR2_t,-0.000980491826019675,-0.231489734934271
sameband,SWIR2_sd__SWIR2_t,0,0
sameband,NDVI_med__NDVI_t,0,0
sameband,NDVI_sd__NDVI_t,0.000267378595078591,0.0503986694377146
cross_idx,NDVI_med__NBR_t,0,0
cross_idx,NDVI_med__NBR2_t,0,0
cross_idx,NDVI_sd__NBR_t,0,0
cross_idx,NDVI_sd__NBR2_t,0.00675161082677232,0.66995465501027
cross_idx,NDWI_med__NBR_t,0,0
cross_idx,NDWI_med__NBR2_t,0,0
cross_idx,NDWI_med__NDVI_t,0,0
cross_idx,NDWI_sd__NBR_t,0,0
cross_idx,NDWI_sd__NBR2_t,0,0
cross_idx,NDWI_sd__NDVI_t,0,0
cross_idx,NPV_med__NBR_t,0,0
cross_idx,NPV_med__NBR2_t,-2.69459353552331,-1.14058101682233
cross_idx,NPV_med__NDVI_t,0,0
cross_idx,NPV_sd__NBR_t,0,0
cross_idx,NPV_sd__NBR2_t,0,0
cross_idx,NPV_sd__NDVI_t,0,0
cross_idx,NDFI_med__NBR_t,0,0
cross_idx,NDFI_med__NBR2_t,0,0
cross_idx,NDFI_med__NDVI_t,0,0
cross_idx,NDFI_sd__NBR_t,0,0
cross_idx,NDFI_sd__NBR2_t,0,0
cross_idx,NDFI_sd__NDVI_t,0,0
cross_band,NDVI_med__RED_t,0,0
cross_band,NDVI_med__NIR_t,0,0
cross_band,NDVI_med__SWIR1_t,-3.48880615142222e-05,-0.0303256029273841
cross_band,NDVI_med__SWIR2_t,-0.00035647182914518,-0.267999881716423
cross_band,NDVI_sd__RED_t,0,0
cross_band,NDVI_sd__NIR_t,0,0
cross_band,NDVI_sd__SWIR1_t,0,0
cross_band,NDVI_sd__SWIR2_t,-0.00242097741718701,-0.228330831306941
cross_band,NDWI_med__RED_t,0,0
cross_band,NDWI_med__NIR_t,0,0
cross_band,NDWI_med__SWIR1_t,0,0
cross_band,NDWI_med__SWIR2_t,0,0
cross_band,NDWI_sd__RED_t,0,0
cross_band,NDWI_sd__NIR_t,0,0
cross_band,NDWI_sd__SWIR1_t,0,0
cross_band,NDWI_sd__SWIR2_t,0,0
cross_band,NPV_med__RED_t,0,0
cross_band,NPV_med__NIR_t,0,0
cross_band,NPV_med__SWIR1_t,0,0
cross_band,NPV_med__SWIR2_t,0,0
cross_band,NPV_sd__RED_t,0,0
cross_band,NPV_sd__NIR_t,0,0
cross_band,NPV_sd__SWIR1_t,0,0
cross_band,NPV_sd__SWIR2_t,0,0
cross_band,NDFI_med__RED_t,0,0
cross_band,NDFI_med__NIR_t,0,0
cross_band,NDFI_med__SWIR1_t,0,0
cross_band,NDFI_med__SWIR2_t,0,0
cross_band,NDFI_sd__RED_t,0,0
cross_band,NDFI_sd__NIR_t,0,0
cross_band,NDFI_sd__SWIR1_t,0,0
cross_band,NDFI_sd__SWIR2_t,0,0
