block,term,coefficient,coef_std
(intercept),(Intercept),27.6232411165261,
focal,BLUE_t,0,0
focal,GREEN_t,0,0
focal,RED_t,26.5191320538376,1.57552446359777
focal,NIR_t,31.2258003509475,2.0454214071896
focal,SWIR1_t,-49.1008965618913,-2.88934319199427
focal,SWIR2_t,-4.27760321683731,-0.302870607821957
focal,NBR_t,-6.38431637358193,-1.62155024243369
focal,NBR2_t,-44.8621632264804,-4.80614221312859
focal,NDVI_t,-16.2826409773826,-3.09750268926576
focal,NDMI_t,-4.12593114131007,-0.720251228653846
focal,NDSI_t,7.12224224258382,0.460334837992516
prev,GREEN_med,-0.00478272869419021,-0.560034610247488
prev,GREEN_wet,0,0
prev,GREEN_dry,0,0
prev,GREEN_sd,-0.00234526807441035,-0.587931175944343
prev,NIR_med,0.00460408706187713,1.60149607992536
prev,NIR_wet,0,0
prev,NIR_dry,0,0
prev,NIR_sd,-0.000169079647406555,-0.0347261451729114
prev,SWIR1_med,-0.00249846399271627,-0.822045912017698
prev,SWIR1_wet,0,0
prev,SWIR1_dry,0,0
prev,SWIR1_sd,0.00389347979823447,0.564054480496088
prev,SWIR2_med,-0.000438268534088083,-0.168771174292769
prev,SWIR2_wet,-0.00019106042139952,-0.0563314574257282
prev,SWIR2_dry,0,0
prev,SWIR2_sd,0.00714438412735599,0.950783051555241
prev,NDVI_med,-7.83929349430918e-05,-0.0921293526597352
prev,NDVI_wet,0,0
prev,NDVI_dry,4.51233599085587e-05,0.0262088146586075
prev,NDVI_sd,-0.000579148845705689,-0.181133300291946
prev,NDWI_med,0,0
prev,NDWI_wet,0,0
prev,NDWI_dry,-0.000790820004874281,-0.462190406903964
prev,NDWI_sd,-0.00130794959849936,-0.44787353089379
prev,NPV_med,-0.425037517433136,-1.15169389424699
prev,NPV_wet,0.0362161433657742,0.0799042420631445
prev,NPV_dry,0,0
prev,NPV_sd,0,0
prev,NDFI_med,0.00652451130709896,0.246313933041597
prev,NDFI_wet,0,0
prev,NDFI_dry,0,0
prev,NDFI_sd,-0.217196591978599,-2.7141753043495
pairs,BLUE_t__NBR_t,0,0
pairs,BLUE_t__NBR2_t,0,0
pairs,BLUE_t__NDMI_t,0,0
pairs,BLUE_t__RED_t,0,0
pairs,BLUE_t__SWIR1_t,0,0
pairs,GREEN_t__NIR_t,0,0
pairs,NBR_t__NBR2_t,38.0989947690566,2.89529957553081
pairs,NBR_t__NDMI_t,0,0
pairs,NBR2_t__NDSI_t,0,0
pairs,NBR2_t__NDVI_t,15.8162783903884,1.41754096991709
pairs,NDMI_t__NDSI_t,-7.95167936928822,-0.737786546596075
pairs,NDVI_t__NDMI_t,0,0
pairs,NDVI_t__NDSI_t,0,0
pairs,NIR_t__NBR_t,0,0
pairs,NIR_t__NDSI_t,-10.7177466950449,-0.365768787497957
pairs,NIR_t__SWIR1_t,0,0
pairs,NIR_t__SWIR2_t,0,0
pairs,SWIR1_t__NDMI_t,0,0
pairs,SWIR1_t__NDSI_t,0,0
pairs,SWIR1_t__NDVI_t,17.594352719715,0.574978391276109
pairs,SWIR1_t__SWIR2_t,0,0
pairs,SWIR2_t__NDVI_t,0,0
sameband,GREEN_med__GREEN_t,0,0
sameband,GREEN_sd__GREEN_t,0,0
sameband,NIR_med__NIR_t,-0.0186608128199814,-3.70558190497188
sameband,NIR_sd__NIR_t,0,0
sameband,SWIR1_med__SWIR1_t,0,0
sameband,SWIR1_sd__SWIR1_t,-0.0160282542983999,-0.75691668929035
sameband,SWIR2_med__SWIR2_t,0,0
sameband,SWIR2_sd__SWIR2_t,-0.0220081749229674,-0.924543146613676
sameband,NDVI_med__NDVI_t,0,0
sameband,NDVI_sd__NDVI_t,0,0
cross_idx,NDVI_med__NBR_t,0,0
cross_idx,NDVI_med__NBR2_t,0,0
cross_idx,NDVI_sd__NBR_t,0,0
cross_idx,NDVI_sd__NBR2_t,0,0
cross_idx,NDWI_med__NBR_t,0,0
cross_idx,NDWI_med__NBR2_t,0,0
cross_idx,NDWI_med__NDVI_t,0,0
cross_idx,NDWI_sd__NBR_t,-0.00230247783281414,-0.836861905472792
cross_idx,NDWI_sd__NBR2_t,0,0
cross_idx,NDWI_sd__NDVI_t,-3.31873802353361e-05,-0.0110122142790986
cross_idx,NPV_med__NBR_t,0,0
cross_idx,NPV_med__NBR2_t,0,0
cross_idx,NPV_med__NDVI_t,0,0
cross_idx,NPV_sd__NBR_t,0,0
cross_idx,NPV_sd__NBR2_t,0,0
cross_idx,NPV_sd__NDVI_t,0,0
cross_idx,NDFI_med__NBR_t,0,0
cross_idx,NDFI_med__NBR2_t,-0.0380818752881251,-0.632828126742622
cross_idx,NDFI_med__NDVI_t,0,0
cross_idx,NDFI_sd__NBR_t,0,0
