block,term,coefficient,coef_std
(intercept),(Intercept),0.846314247877797,
focal,BLUE_t,0,0
focal,GREEN_t,0,0
focal,RED_t,0,0
focal,NIR_t,0.248810414002858,0.0183307349200964
focal,SWIR1_t,-21.5059988980431,-1.24675818851897
focal,SWIR2_t,18.9758428330639,1.01023856842813
focal,NBR_t,-8.79333194420616,-2.20425935628384
focal,NBR2_t,-20.4024588579969,-1.95218669104421
focal,NDVI_t,-6.46349865053695,-1.01713418382828
focal,NDMI_t,1.6910107259023,0.330907659725056
focal,NDSI_t,-5.41712361392081,-0.584584254078255
prev,GREEN_med,-0.00177574454299252,-0.175767257216971
prev,GREEN_wet,-0.00226167750774352,-0.269059374928433
prev,GREEN_dry,-0.000420606306452172,-0.109969684072142
prev,GREEN_sd,0,0
prev,NIR_med,0,0
prev,NIR_wet,0,0
prev,NIR_dry,0,0
prev,NIR_sd,0,0
prev,SWIR1_med,0,0
prev,SWIR1_wet,0,0
prev,SWIR1_dry,0,0
prev,SWIR1_sd,-0.000691907194997463,-0.15548215633401
prev,SWIR2_med,0.00173106985580476,0.633617544972639
prev,SWIR2_wet,-0.000223344978496895,-0.0628958959616874
prev,SWIR2_dry,-0.00030033588627395,-0.159204637585781
prev,SWIR2_sd,0,0
prev,NDVI_med,0.000397493545039453,0.43500013414113
prev,NDVI_wet,0,0
prev,NDVI_dry,0,0
prev,NDVI_sd,0,0
prev,NDWI_med,-0.000102103951163785,-0.154061298783043
prev,NDWI_wet,0,0
prev,NDWI_dry,0,0
prev,NDWI_sd,-0.000539327621057906,-0.322898956927458
prev,NPV_med,0.324619197759831,0.777632511169086
prev,NPV_wet,0.0213370689039438,0.0467382812486026
prev,NPV_dry,0,0
prev,NPV_sd,-0.214878026359174,-0.281354543107473
prev,NDFI_med,0,0
prev,NDFI_wet,0,0
prev,NDFI_dry,0,0
prev,NDFI_sd,-0.00873778775946819,-0.178402483040032
pairs,BLUE_t__NBR_t,0,0
pairs,BLUE_t__NBR2_t,0,0
pairs,BLUE_t__NDMI_t,0,0
pairs,BLUE_t__RED_t,0,0
pairs,BLUE_t__SWIR1_t,0,0
pairs,GREEN_t__NIR_t,0,0
pairs,NBR_t__NBR2_t,27.8972635443181,2.31081834169964
pairs,NBR_t__NDMI_t,0,0
pairs,NBR2_t__NDSI_t,16.2228328568466,0.793398724793962
pairs,NBR2_t__NDVI_t,0,0
pairs,NDMI_t__NDSI_t,0,0
pairs,NDVI_t__NDMI_t,-2.974749091136,-0.36115787324052
pairs,NDVI_t__NDSI_t,0,0
pairs,NIR_t__NBR_t,0,0
pairs,NIR_t__NDSI_t,0,0
pairs,NIR_t__SWIR1_t,0,0
pairs,NIR_t__SWIR2_t,-1.49388773111264,-0.0218390001991702
pairs,SWIR1_t__NDMI_t,0,0
pairs,SWIR1_t__NDSI_t,0,0
pairs,SWIR1_t__NDVI_t,21.6673822093878,0.702943157104368
pairs,SWIR1_t__SWIR2_t,0,0
pairs,SWIR2_t__NDVI_t,0,0
sameband,GREEN_med__GREEN_t,0,0
sameband,GREEN_sd__GREEN_t,0,0
sameband,NIR_med__NIR_t,0,0
sameband,NIR_sd__NIR_t,0,0
sameband,SWIR1_med__SWIR1_t,0,0
sameband,SWIR1_sd__SWIR1_t,0.00355387987370395,0.212013321157182
sameband,SWIR2_med__SWIR2_t,-0.0180206622161735,-1.17693055237423
sameband,SWIR2_sd__SWIR2_t,0,0
sameband,NDVI_med__NDVI_t,0,0
sameband,NDVI_sd__NDVI_t,0,0
cross_idx,NDVI_med__NBR_t,0,0
cross_idx,NDVI_med__NBR2_t,0,0
cross_idx,NDVI_sd__NBR_t,0,0
cross_idx,NDVI_sd__NBR2_t,0,0
cross_idx,NDWI_med__NBR_t,-0.000106881811073122,-0.331664356220429
cross_idx,NDWI_med__NBR2_t,0,0
cross_idx,NDWI_med__NDVI_t,0,0
cross_idx,NDWI_sd__NBR_t,0,0
cross_idx,NDWI_sd__NBR2_t,0,0
cross_idx,NDWI_sd__NDVI_t,0.000948760599794825,0.42977903901012
cross_idx,NPV_med__NBR_t,0,0
cross_idx,NPV_med__NBR2_t,-1.14001726045087,-0.871241603462803
cross_idx,NPV_med__NDVI_t,-0.0239161165380549,-0.0363598278439804
cross_idx,NPV_sd__NBR_t,0,0
cross_idx,NPV_sd__NBR2_t,0,0
cross_idx,NPV_sd__NDVI_t,0.807540142957137,0.691419108136478
cross_idx,NDFI_med__NBR_t,0,0
cross_idx,NDFI_med__NBR2_t,0,0
cross_idx,NDFI_med__NDVI_t,0,0
cross_idx,NDFI_sd__NBR_t,0,0
cross_idx,NDFI_sd__NBR2_t,0,0
cross_idx,NDFI_sd__NDVI_t,0,0
cross_band,NDVI_med__RED_t,0,0
cross_band,NDVI_med__NIR_t,-4.69158957189024e-06,-0.00581595039881812
cross_band,NDVI_med__SWIR1_t,0,0
cross_band,NDVI_med__SWIR2_t,0,0
cross_band,NDVI_sd__RED_t,0,0
cross_band,NDVI_sd__NIR_t,0,0
cross_band,NDVI_sd__SWIR1_t,0,0
cross_band,NDVI_sd__SWIR2_t,0,0
cross_band,NDWI_med__RED_t,0,0
cross_band,NDWI_med__NIR_t,0,0
cross_band,NDWI_med__SWIR1_t,0.000729485060103409,0.544290586030841
cross_band,NDWI_med__SWIR2_t,0,0
