block,term,coefficient,coef_std
(intercept),(Intercept),-15.0151073672833,
focal,BLUE_t,2.27506746587949,0.0884022824510579
focal,GREEN_t,0.0755333307810109,0.00284474253778284
focal,RED_t,-4.50183715999253,-0.212069492567461
focal,NIR_t,21.3789956608376,1.87166241208833
focal,SWIR1_t,5.19188792399786,0.30361901129882
focal,SWIR2_t,6.2608812597168,0.347355786796671
focal,NBR_t,-13.9994699582004,-3.61079034102185
focal,NBR2_t,-14.5745649260066,-1.53765333335533
focal,NDVI_t,15.6734169352074,3.12152078171969
focal,NDMI_t,-2.74601499061111,-0.52321535200177
focal,NDSI_t,-0.13017787136176,-0.013108520685188
prev,GREEN_med,-0.000467971780254822,-0.0910977540171419
prev,GREEN_wet,0,0
prev,GREEN_dry,0,0
prev,GREEN_sd,0.000207359572596331,0.139330306267621
prev,NIR_med,-1.68575710144301e-05,-0.00998006294913616
prev,NIR_wet,-0.00082752295888889,-0.679752059754734
prev,NIR_dry,1.94961901285533e-05,0.0170486673822867
prev,NIR_sd,-0.00102137139430065,-0.470690647078231
prev,SWIR1_med,-0.00131775821571018,-0.561898652577508
prev,SWIR1_wet,0,0
prev,SWIR1_dry,0,0
prev,SWIR1_sd,-0.00264103612067498,-0.519289326758474
prev,SWIR2_med,0,0
prev,SWIR2_wet,0,0
prev,SWIR2_dry,0,0
prev,SWIR2_sd,0.00154006769213986,0.261312454820654
prev,NDVI_med,0.00114579283802463,1.91885073639977
prev,NDVI_wet,0,0
prev,NDVI_dry,2.73937622876419e-05,0.0473553607997806
prev,NDVI_sd,5.39699589278234e-05,0.0325949219875913
prev,NDWI_med,0.00010355672307336,0.148231853232396
prev,NDWI_wet,0,0
prev,NDWI_dry,0.000139424682851786,0.257099076735778
prev,NDWI_sd,-0.000173966892280252,-0.112711876838632
prev,NPV_med,-0.199899571342066,-0.484324335290358
prev,NPV_wet,0.0383461130192175,0.0701549153160997
prev,NPV_dry,0,0
prev,NPV_sd,0.231267220341344,0.36678913010801
prev,NDFI_med,0,0
prev,NDFI_wet,0,0
prev,NDFI_dry,0.0183012970763865,1.0008168534195
prev,NDFI_sd,-0.0105807687910907,-0.203268577732797
pairs,BLUE_t__NBR_t,0.50156322133347,0.00863006855369536
pairs,BLUE_t__NBR2_t,0,0
pairs,BLUE_t__NDMI_t,0,0
pairs,BLUE_t__RED_t,0,0
pairs,BLUE_t__SWIR1_t,0,0
pairs,GREEN_t__NIR_t,0,0
pairs,NBR_t__NBR2_t,19.6668544666439,1.59521486694857
pairs,NBR_t__NDMI_t,5.65480162316601,0.503608701765378
pairs,NBR2_t__NDSI_t,4.37352175257799,0.26623262225704
pairs,NBR2_t__NDVI_t,0.142415479405313,0.0133108929461503
pairs,NDMI_t__NDSI_t,3.08265251323423,0.305052868525122
pairs,NDVI_t__NDMI_t,0,0
