block,term,coefficient,coef_std
(intercept),(Intercept),-0.547054449483612,
focal,BLUE_t,0,0
focal,GREEN_t,0,0
focal,RED_t,0,0
focal,NIR_t,-0.580150354179759,-0.0318342100945455
focal,SWIR1_t,-2.89590057447774,-0.151499603286565
focal,SWIR2_t,2.79428022545561,0.132807025149155
focal,NBR_t,2.14096983832194,0.27416217450881
focal,NBR2_t,-60.6590671940402,-3.73115490686258
focal,NDVI_t,-4.03211004121194,-0.438747470516669
focal,NDMI_t,1.97252548898793,0.168586308513044
focal,NDSI_t,0,0
prev,GREEN_med,0,0
prev,GREEN_wet,0,0
prev,GREEN_dry,0,0
prev,GREEN_sd,0.000195201404563669,0.122244453908221
prev,NIR_med,0.00011946465926368,0.0421896317696563
prev,NIR_wet,0,0
prev,NIR_dry,0,0
prev,NIR_sd,0,0
prev,SWIR1_med,0,0
prev,SWIR1_wet,0,0
prev,SWIR1_dry,0,0
prev,SWIR1_sd,0,0
prev,SWIR2_med,0.00014186707756385,0.0541325880482973
prev,SWIR2_wet,-0.000781145230683171,-0.255150603228128
prev,SWIR2_dry,-0.000166898697463665,-0.0704046281155101
prev,SWIR2_sd,-0.00044171945666781,-0.0612457822233658
prev,NDVI_med,0.000227629156152274,0.2065276627796
prev,NDVI_wet,0.000233250330896803,0.282082138657748
prev,NDVI_dry,0,0
prev,NDVI_sd,0.00032148397191955,0.133804922429416
prev,NDWI_med,-0.00034917115375218,-0.233940786400498
prev,NDWI_wet,0,0
prev,NDWI_dry,1.98756964454176e-05,0.0208601182723507
prev,NDWI_sd,0,0
prev,NPV_med,0.461480284188947,0.836883395728896
prev,NPV_wet,0.00211295754789845,0.00354030730196247
prev,NPV_dry,0.0124199732724157,0.0386490519639627
prev,NPV_sd,0,0
prev,NDFI_med,0.00220692564785294,0.107097394751902
prev,NDFI_wet,3.08474589107311e-05,0.00148338948097583
prev,NDFI_dry,0,0
prev,NDFI_sd,-0.0102927432334471,-0.17133087442446
pairs,BLUE_t__NBR_t,0,0
pairs,BLUE_t__NBR2_t,0,0
pairs,BLUE_t__NDMI_t,0,0
pairs,BLUE_t__RED_t,0,0
pairs,BLUE_t__SWIR1_t,0,0
pairs,GREEN_t__NIR_t,0,0
pairs,NBR_t__NBR2_t,48.4642929637944,1.22268275296864
pairs,NBR_t__NDMI_t,0,0
pairs,NBR2_t__NDSI_t,0,0
pairs,NBR2_t__NDVI_t,16.447252097032,0.586229504001671
pairs,NDMI_t__NDSI_t,0,0
pairs,NDVI_t__NDMI_t,0,0
pairs,NDVI_t__NDSI_t,0,0
pairs,NIR_t__NBR_t,0,0
pairs,NIR_t__NDSI_t,0,0
pairs,NIR_t__SWIR1_t,0,0
pairs,NIR_t__SWIR2_t,-2.13255348491591,-0.0451849047573072
pairs,SWIR1_t__NDMI_t,0,0
pairs,SWIR1_t__NDSI_t,0,0
pairs,SWIR1_t__NDVI_t,9.91539061340031,0.234837184482672
pairs,SWIR1_t__SWIR2_t,-1.47407554070499,-0.0332527634634407
pairs,SWIR2_t__NDVI_t,0,0
sameband,GREEN_med__GREEN_t,0,0
sameband,GREEN_sd__GREEN_t,0,0
sameband,NIR_med__NIR_t,-0.000663984301885642,-0.0959196006799267
sameband,NIR_sd__NIR_t,0,0
sameband,SWIR1_med__SWIR1_t,0,0
sameband,SWIR1_sd__SWIR1_t,0,0
sameband,SWIR2_med__SWIR2_t,-0.00137042600593941,-0.183694906449003
sameband,SWIR2_sd__SWIR2_t,0,0
sameband,NDVI_med__NDVI_t,-4.29937348030606e-05,-0.0680722181243842
sameband,NDVI_sd__NDVI_t,0.000318216139353813,0.0577226035686934
cross_idx,NDVI_med__NBR_t,-0.000419618661078466,-0.715663048796341
cross_idx,NDVI_med__NBR2_t,0,0
cross_idx,NDVI_sd__NBR_t,0,0
cross_idx,NDVI_sd__NBR2_t,0.000300400111794854,0.027020392335832
cross_idx,NDWI_med__NBR_t,0,0
cross_idx,NDWI_med__NBR2_t,0.00249740943496242,1.46852544697
cross_idx,NDWI_med__NDVI_t,0,0
cross_idx,NDWI_sd__NBR_t,0,0
cross_idx,NDWI_sd__NBR2_t,0,0
cross_idx,NDWI_sd__NDVI_t,0,0
cross_idx,NPV_med__NBR_t,-0.32600150299074,-0.172949503596844
cross_idx,NPV_med__NBR2_t,-1.81100372928047,-0.709900965162419
cross_idx,NPV_med__NDVI_t,0,0
cross_idx,NPV_sd__NBR_t,0,0
cross_idx,NPV_sd__NBR2_t,0,0
cross_idx,NPV_sd__NDVI_t,0,0
cross_idx,NDFI_med__NBR_t,-0.0351278374374033,-0.452922890271094
cross_idx,NDFI_med__NBR2_t,0,0
cross_idx,NDFI_med__NDVI_t,0,0
cross_idx,NDFI_sd__NBR_t,0,0
cross_idx,NDFI_sd__NBR2_t,0,0
cross_idx,NDFI_sd__NDVI_t,0,0
cross_band,NDVI_med__RED_t,0,0
cross_band,NDVI_med__NIR_t,0,0
cross_band,NDVI_med__SWIR1_t,0,0
cross_band,NDVI_med__SWIR2_t,0,0
cross_band,NDVI_sd__RED_t,0,0
cross_band,NDVI_sd__NIR_t,0,0
cross_band,NDVI_sd__SWIR1_t,0,0
cross_band,NDVI_sd__SWIR2_t,0,0
cross_band,NDWI_med__RED_t,0,0
cross_band,NDWI_med__NIR_t,0,0
cross_band,NDWI_med__SWIR1_t,0,0
cross_band,NDWI_med__SWIR2_t,0,0
cross_band,NDWI_sd__RED_t,0,0
cross_band,NDWI_sd__NIR_t,0,0
cross_band,NDWI_sd__SWIR1_t,0,0
cross_band,NDWI_sd__SWIR2_t,0,0
cross_band,NPV_med__RED_t,0,0
cross_band,NPV_med__NIR_t,0,0
cross_band,NPV_med__SWIR1_t,0,0
cross_band,NPV_med__SWIR2_t,0,0
cross_band,NPV_sd__RED_t,0,0
cross_band,NPV_sd__NIR_t,0,0
cross_band,NPV_sd__SWIR1_t,0,0
cross_band,NPV_sd__SWIR2_t,0,0
cross_band,NDFI_med__RED_t,0,0
cross_band,NDFI_med__NIR_t,0,0
cross_band,NDFI_med__SWIR1_t,0,0
cross_band,NDFI_med__SWIR2_t,0,0
cross_band,NDFI_sd__RED_t,0,0
cross_band,NDFI_sd__NIR_t,0.0572070432584102,0.206964971604926
cross_band,NDFI_sd__SWIR1_t,0,0
