block,term,coefficient,coef_std
(intercept),(Intercept),-4.66688612346117,
focal,BLUE_t,1.36170381028056,0.0304703783230923
focal,GREEN_t,0,0
focal,RED_t,10.8043838466781,0.320916340773193
focal,NIR_t,-11.7348009372021,-0.557581667720352
focal,SWIR1_t,-3.79935241814513,-0.193903617676171
focal,SWIR2_t,76.0866442771025,4.06906233382671
focal,NBR_t,-11.9346606269605,-2.33526029028824
focal,NBR2_t,-13.7687430967732,-1.08916802182262
focal,NDVI_t,-21.8097049592385,-3.00885856539868
focal,NDMI_t,-8.3983678946068,-1.14610881372277
focal,NDSI_t,-5.13738364359468,-0.341762776773254
prev,GREEN_med,-0.00242725184690109,-0.239053493349053
prev,GREEN_wet,0,0
prev,GREEN_dry,4.70326468317079e-06,0.000658385422270802
prev,GREEN_sd,-0.0018040433908611,-0.308208539660049
prev,NIR_med,-6.97827939009882e-06,-0.00250869113054483
prev,NIR_wet,-0.000471244012637102,-0.217142317744565
prev,NIR_dry,3.21683528488336e-06,0.00121575598683551
prev,NIR_sd,-0.00093118314558687,-0.167218947349095
prev,SWIR1_med,-2.49161461691384e-05,-0.00832307746310876
prev,SWIR1_wet,0,0
prev,SWIR1_dry,0.000656951853918764,0.287745807299369
prev,SWIR1_sd,0.00141939221747456,0.208275194956669
prev,SWIR2_med,-0.000506027087130296,-0.126757107953549
prev,SWIR2_wet,-0.000277673817603487,-0.0638770928658041
prev,SWIR2_dry,0,0
prev,SWIR2_sd,0.00230906404609062,0.260557795523757
prev,NDVI_med,0.000500304087669553,0.487838076360742
prev,NDVI_wet,0,0
prev,NDVI_dry,-5.51650828377506e-06,-0.00417169805147687
prev,NDVI_sd,-0.000658145329736034,-0.200966251624036
prev,NDWI_med,0.000129488501723618,0.119969062157396
prev,NDWI_wet,-0.00010746511573952,-0.0961691676035257
prev,NDWI_dry,0,0
prev,NDWI_sd,0.00188474049032351,0.575345933773262
prev,NPV_med,-0.502345326324759,-0.989959020433542
prev,NPV_wet,0.0926294750126927,0.187174656813547
prev,NPV_dry,0.188797342340543,0.45913231980315
prev,NPV_sd,0.781187851795243,0.94487153731224
prev,NDFI_med,-0.00236816538179563,-0.10355973964462
prev,NDFI_wet,0.00193226478455557,0.0357310277178791
prev,NDFI_dry,0.00171425237174862,0.079869855844024
prev,NDFI_sd,-0.102074059717909,-1.58253103214562
pairs,BLUE_t__NBR_t,0,0
pairs,BLUE_t__NBR2_t,0,0
pairs,BLUE_t__NDMI_t,0,0
pairs,BLUE_t__RED_t,0,0
pairs,BLUE_t__SWIR1_t,-6.75538830640041,-0.0711447048684531
pairs,GREEN_t__NIR_t,0,0
pairs,NBR_t__NBR2_t,43.6849825092417,2.20859956375107
pairs,NBR_t__NDMI_t,0,0
pairs,NBR2_t__NDSI_t,28.2461163027353,1.16054582718022
pairs,NBR2_t__NDVI_t,30.1043802286513,1.79313891126886
pairs,NDMI_t__NDSI_t,-13.099829943617,-0.900769142925898
pairs,NDVI_t__NDMI_t,0,0
pairs,NDVI_t__NDSI_t,0,0
pairs,NIR_t__NBR_t,0,0
pairs,NIR_t__NDSI_t,-18.9808613464642,-0.471114636842159
pairs,NIR_t__SWIR1_t,0,0
pairs,NIR_t__SWIR2_t,-4.13428757556416,-0.0564282189372681
pairs,SWIR1_t__NDMI_t,8.75798328821762,0.248144450314437
pairs,SWIR1_t__NDSI_t,-0.688672461810663,-0.021232264590371
pairs,SWIR1_t__NDVI_t,3.89689647641731,0.0960153646868155
pairs,SWIR1_t__SWIR2_t,0,0
pairs,SWIR2_t__NDVI_t,0,0
sameband,GREEN_med__GREEN_t,0,0
sameband,GREEN_sd__GREEN_t,0,0
sameband,NIR_med__NIR_t,0,0
sameband,NIR_sd__NIR_t,0,0
sameband,SWIR1_med__SWIR1_t,0,0
sameband,SWIR1_sd__SWIR1_t,0,0
sameband,SWIR2_med__SWIR2_t,-0.0125504392196594,-0.96529953229118
sameband,SWIR2_sd__SWIR2_t,0,0
sameband,NDVI_med__NDVI_t,0,0
sameband,NDVI_sd__NDVI_t,0.00430733504527333,0.962474788674447
cross_idx,NDVI_med__NBR_t,0,0
cross_idx,NDVI_med__NBR2_t,0.000265320251111661,0.324835953523382
cross_idx,NDVI_sd__NBR_t,0,0
cross_idx,NDVI_sd__NBR2_t,-0.00473004164407786,-0.566172461855885
cross_idx,NDWI_med__NBR_t,0,0
cross_idx,NDWI_med__NBR2_t,0.0020459627030724,1.70175656809522
cross_idx,NDWI_med__NDVI_t,-1.94957941343795e-05,-0.0286860581386599
cross_idx,NDWI_sd__NBR_t,0,0
cross_idx,NDWI_sd__NBR2_t,-0.00986277019256985,-1.16323922744715
cross_idx,NDWI_sd__NDVI_t,0.000882676566132802,0.197123129778035
cross_idx,NPV_med__NBR_t,0,0
cross_idx,NPV_med__NBR2_t,-2.37538198224046,-1.38959412925516
cross_idx,NPV_med__NDVI_t,1.14203079075048,1.27381725691392
cross_idx,NPV_sd__NBR_t,-0.156119835801231,-0.0713191062944797
cross_idx,NPV_sd__NBR2_t,0,0
cross_idx,NPV_sd__NDVI_t,-0.780106424496107,-0.477144539363298
cross_idx,NDFI_med__NBR_t,0,0
cross_idx,NDFI_med__NBR2_t,0.00900926636643497,0.128293888819714
cross_idx,NDFI_med__NDVI_t,-0.00877532533881123,-0.23808827699823
cross_idx,NDFI_sd__NBR_t,0,0
cross_idx,NDFI_sd__NBR2_t,-0.142778477981338,-0.653600853378548
cross_idx,NDFI_sd__NDVI_t,0.139371107214521,1.24788401802389
cross_band,NDVI_med__RED_t,0,0
cross_band,NDVI_med__NIR_t,0,0
cross_band,NDVI_med__SWIR1_t,0,0
cross_band,NDVI_med__SWIR2_t,-0.00298561416732962,-2.36268379984123
cross_band,NDVI_sd__RED_t,-0.00514404971990597,-0.229505225034967
cross_band,NDVI_sd__NIR_t,0.000681938340632958,0.056317757680033
cross_band,NDVI_sd__SWIR1_t,0,0
cross_band,NDVI_sd__SWIR2_t,0,0
cross_band,NDWI_med__RED_t,0,0
cross_band,NDWI_med__NIR_t,-0.00245241543744722,-1.30916026476229
cross_band,NDWI_med__SWIR1_t,0,0
cross_band,NDWI_med__SWIR2_t,-0.000378494295203051,-0.203438366612771
cross_band,NDWI_sd__RED_t,-0.00378300456683416,-0.165391696184278
cross_band,NDWI_sd__NIR_t,0,0
cross_band,NDWI_sd__SWIR1_t,0,0
cross_band,NDWI_sd__SWIR2_t,0,0
cross_band,NPV_med__RED_t,-0.3093033025741,-0.0609911348380646
cross_band,NPV_med__NIR_t,2.69413424314684,1.24865530218372
cross_band,NPV_med__SWIR1_t,0,0
cross_band,NPV_med__SWIR2_t,0.357382689069653,0.137731733200057
cross_band,NPV_sd__RED_t,0,0
cross_band,NPV_sd__NIR_t,-1.6981220326448,-0.449638793373287
cross_band,NPV_sd__SWIR1_t,0,0
cross_band,NPV_sd__SWIR2_t,0,0
cross_band,NDFI_med__RED_t,0.00658901811571089,0.0333051199440687
cross_band,NDFI_med__NIR_t,0,0
cross_band,NDFI_med__SWIR1_t,0.0276561266210044,0.297066048024633
cross_band,NDFI_med__SWIR2_t,0,0
cross_band,NDFI_sd__RED_t,0,0
cross_band,NDFI_sd__NIR_t,0.366817014185047,1.24946225644134
cross_band,NDFI_sd__SWIR1_t,0,0
cross_band,NDFI_sd__SWIR2_t,0,0
