block,term,coefficient,coef_std
(intercept),(Intercept),5.37489692574995,
focal,GREEN_t,0,0
focal,RED_t,0,0
focal,NIR_t,31.2945244796003,2.04992312699685
focal,SWIR1_t,-24.01560768663,-1.41319889105293
focal,SWIR2_t,15.299857682249,1.08328822495096
focal,NBR_t,-9.14105761488408,-2.32173396870671
focal,NBR2_t,-24.1584651222946,-2.58812796080507
focal,NDVI_t,-10.5265634441849,-2.00250430027787
focal,NDMI_t,-3.26528087174291,-0.570010133282539
focal,NDSI_t,3.16424750201653,0.204516121692678
prev,GREEN_med,-0.00599745063700829,-0.702272728548357
prev,NIR_med,0.00289544828572835,1.00715929496998
prev,NIR_sd,-0.0012729502421091,-0.261442790917836
prev,SWIR2_med,0.000151630932195846,0.0583909829142715
prev,SWIR2_wet,-0.000410925455936729,-0.121155546798694
prev,NDVI_med,0.000250823519597901,0.294774121024632
prev,NDVI_sd,0,0
prev,NDWI_med,0,0
prev,NDWI_sd,0.000915376471327184,0.313447011093374
prev,NPV_med,-0.186930679246877,-0.506512750300773
prev,NPV_dry,0,0
prev,NPV_sd,0,0
prev,NDFI_med,0,0
prev,NDFI_sd,-0.0317640842160502,-0.396936674554158
pairs,NBR_t__NBR2_t,39.2108601792983,2.97979480879966
pairs,NBR2_t__NDSI_t,0,0
pairs,NBR2_t__NDVI_t,15.6329054918815,1.40110609250851
pairs,NDMI_t__NDSI_t,-6.29299560596285,-0.583887664510196
pairs,NDVI_t__NDMI_t,0,0
pairs,NIR_t__NBR_t,0,0
pairs,NIR_t__SWIR2_t,-3.6151298223616,-0.0816501673251661
pairs,SWIR1_t__NDMI_t,0,0
pairs,SWIR1_t__NDVI_t,31.869056968469,1.04147162439709
pairs,SWIR1_t__SWIR2_t,0,0
sameband,GREEN_med__GREEN_t,0,0
sameband,NIR_med__NIR_t,-0.0128924470402174,-2.56012527020702
sameband,SWIR2_med__SWIR2_t,-0.00911779384120899,-1.49265677915728
sameband,NDVI_med__NDVI_t,-0.000271166334782705,-0.831968230771257
cross_idx,NDVI_med__NBR2_t,-0.000564023394588021,-0.94896757945256
cross_idx,NDWI_med__NBR_t,0,0
cross_idx,NDWI_med__NBR2_t,0,0
cross_idx,NDWI_sd__NBR2_t,-0.0017476432204903,-0.301154952123561
cross_idx,NPV_med__NBR2_t,-0.743877061346025,-0.720468006164489
cross_idx,NDFI_sd__NDVI_t,0.0711326997618264,0.79065206339089
cross_band,NDVI_med__RED_t,0,0
cross_band,NDVI_med__NIR_t,0,0
cross_band,NDVI_med__SWIR1_t,0,0
cross_band,NDWI_med__NIR_t,0,0
cross_band,NDWI_med__SWIR1_t,0,0
cross_band,NPV_med__SWIR1_t,1.49114934944185,1.0937091037007
cross_band,NDFI_sd__NIR_t,0,0
