block,term,coefficient,coef_std
(intercept),(Intercept),18.9663874514982,
focal,GREEN_t,0.865582045856773,0.0163585724877855
focal,RED_t,-2.38043877549691,-0.0562552040930784
focal,NIR_t,-40.1183299424544,-2.76557153248164
focal,SWIR1_t,-115.084782423707,-4.39518219436267
focal,SWIR2_t,2.03502908788891,0.0620744147475851
focal,NBR_t,-30.5396676684443,-6.77207349784805
focal,NBR2_t,1.29599390674939,0.123939729468349
focal,NDVI_t,1.07143080827872,0.16080148002044
focal,NDMI_t,-11.5486007889638,-2.12831605172885
focal,NDSI_t,-4.70185460383604,-0.392418495682126
prev,GREEN_med,-0.00180724493267064,-0.126056159866946
prev,NIR_med,0.00344851580964849,1.41637356876722
prev,NIR_sd,0,0
prev,SWIR1_med,-0.00231266340984622,-0.753717352424019
prev,SWIR2_med,-0.000626160004050666,-0.122517683611613
prev,SWIR2_wet,0,0
prev,NDVI_med,-7.70315432907433e-06,-0.00502277748485818
prev,NDVI_wet,0.000712796587450223,0.320260319865719
prev,NDVI_sd,-0.000102220067533037,-0.0310950030774742
prev,NDWI_med,-0.00208920125569652,-2.11870000808011
prev,NDWI_sd,0.00033874531744864,0.105371201392048
prev,NPV_med,-0.234753508182611,-0.20681497202167
prev,NPV_dry,0.077753846131098,0.129465358994965
prev,NPV_sd,0,0
prev,NDFI_med,0.00407238760209154,0.0515785370506946
prev,NDFI_sd,-0.115995659362416,-0.835906341901023
pairs,NBR_t__NBR2_t,2.29729517599679,0.232716861886083
pairs,NBR2_t__NDSI_t,12.753915930588,0.785140052541899
pairs,NBR2_t__NDVI_t,0,0
pairs,NDMI_t__NDSI_t,0,0
pairs,NDVI_t__NDMI_t,0,0
pairs,NIR_t__NBR_t,26.1386047450202,1.90440766762213
pairs,NIR_t__SWIR2_t,0,0
pairs,SWIR1_t__NDMI_t,55.0978682303412,1.26841946308834
pairs,SWIR1_t__NDVI_t,0,0
pairs,SWIR1_t__SWIR2_t,0,0
sameband,GREEN_med__GREEN_t,0.0477963735931003,0.40517543166459
sameband,NIR_med__NIR_t,-0.0120480465408573,-3.15504735375451
sameband,SWIR1_med__SWIR1_t,0.0167368581018152,1.38989873139557
sameband,SWIR2_med__SWIR2_t,0,0
sameband,NDVI_med__NDVI_t,-0.000147746204498014,-0.431109442334857
cross_idx,NDVI_med__NBR2_t,0,0
cross_idx,NDWI_med__NBR_t,0.00120568905965119,4.01819682425592
cross_idx,NDWI_med__NBR2_t,0,0
cross_idx,NDWI_med__NDVI_t,0,0
cross_idx,NDWI_sd__NBR2_t,-0.000931777593106863,-0.0901341099910993
cross_idx,NPV_med__NBR2_t,0,0
cross_idx,NPV_med__NDVI_t,0.301049008103657,0.178328951128446
cross_idx,NDFI_sd__NBR2_t,0,0
cross_idx,NDFI_sd__NDVI_t,0.0495413447707538,0.215490158064796
cross_band,NDVI_med__RED_t,0.00015034181283176,0.063801516126011
cross_band,NDVI_med__NIR_t,-0.00157170508253255,-2.05642062243683
cross_band,NDVI_med__SWIR1_t,0.00413014160513257,2.847207773676
cross_band,NDVI_sd__SWIR2_t,0.00158761728881489,0.0583488973478571
cross_band,NDWI_med__NIR_t,0.00541410666492541,5.46955196717264
cross_band,NDWI_med__SWIR1_t,0,0
cross_band,NPV_med__NIR_t,0,0
cross_band,NPV_med__SWIR1_t,0,0
cross_band,NPV_med__SWIR2_t,0,0
cross_band,NDFI_sd__RED_t,0,0
cross_band,NDFI_sd__NIR_t,0.114601828116177,0.203561943489983
