block,term,coefficient,coef_std
(intercept),(Intercept),-12.642035605365,
focal,BLUE_t,0,0
focal,GREEN_t,0,0
focal,RED_t,0,0
focal,NIR_t,2.28391330483761,0.139018229571374
focal,SWIR1_t,0,0
focal,SWIR2_t,7.24240075609947,0.466090373257869
focal,NBR_t,-12.5596759683869,-1.82872100773
focal,NBR2_t,-38.5720270194071,-2.51658526491144
focal,NDVI_t,0.423546985505539,0.0468308650022005
focal,NDMI_t,0,0
focal,NDSI_t,-1.58299349830965,-0.133742762704033
prev,GREEN_med,0,0
prev,GREEN_wet,0,0
prev,NIR_med,0.000182718027627285,0.115532518294412
prev,NIR_sd,0.000763057892701914,0.35133450072785
prev,SWIR1_med,0,0
prev,SWIR1_sd,0,0
prev,SWIR2_med,-0.000246232188256029,-0.157934075446594
prev,SWIR2_wet,-0.000781201299342468,-0.476609596921684
prev,SWIR2_sd,0,0
prev,NDVI_med,0,0
prev,NDVI_wet,0.00015297143307579,0.214130308295012
prev,NDVI_dry,0.000279822890701189,0.174582753358407
prev,NDVI_sd,0.000148892631895414,0.0668967533839419
prev,NDWI_med,1.36355979386568e-05,0.0133611288350248
prev,NDWI_wet,0.000524784871103339,0.609371989402351
prev,NDWI_sd,0.00019259402934836,0.126793383895385
prev,NPV_med,0.864558508202294,1.92752181940031
prev,NPV_wet,0,0
prev,NPV_dry,0,0
prev,NPV_sd,0.0210204771138887,0.0539116485290974
prev,NDFI_med,0.00394904939532286,0.216281550971374
prev,NDFI_sd,0,0
pairs,BLUE_t__NBR2_t,0,0
pairs,NBR_t__NBR2_t,50.9121796655893,1.56713056731953
pairs,NBR2_t__NDSI_t,0,0
pairs,NBR2_t__NDVI_t,0,0
pairs,NDMI_t__NDSI_t,0,0
pairs,NDVI_t__NDMI_t,0,0
pairs,NIR_t__NBR_t,0,0
pairs,NIR_t__SWIR2_t,-0.757512975131284,-0.0179121136482642
pairs,SWIR1_t__NDMI_t,0,0
pairs,SWIR1_t__NDVI_t,0,0
pairs,SWIR1_t__SWIR2_t,0,0
sameband,GREEN_med__GREEN_t,0,0
sameband,NIR_med__NIR_t,-0.000943299017717408,-0.224554248610023
sameband,NIR_sd__NIR_t,-0.000933696269131956,-0.097343262888649
sameband,SWIR1_med__SWIR1_t,0,0
sameband,SWIR1_sd__SWIR1_t,0,0
sameband,SWIR2_med__SWIR2_t,-0.00178293340115497,-0.419254880557152
sameband,NDVI_med__NDVI_t,0,0
sameband,NDVI_sd__NDVI_t,0.00015079660332508,0.0284497193038173
cross_idx,NDVI_med__NBR_t,0,0
cross_idx,NDVI_med__NBR2_t,0,0
cross_idx,NDVI_sd__NBR2_t,0.00789647142082167,0.784802080377752
cross_idx,NDWI_med__NBR_t,0,0
cross_idx,NDWI_med__NBR2_t,0,0
cross_idx,NDWI_med__NDVI_t,-5.84654109508765e-05,-0.0660308987875209
cross_idx,NDWI_sd__NBR2_t,-3.95051407040209e-05,-0.00388644637715898
cross_idx,NPV_med__NBR2_t,-2.84461830036066,-1.20699978203255
cross_idx,NPV_med__NDVI_t,0,0
cross_idx,NDFI_med__NBR_t,0,0
cross_idx,NDFI_med__NDVI_t,0,0
cross_idx,NDFI_sd__NBR2_t,0,0
cross_idx,NDFI_sd__NDVI_t,0,0
cross_band,NDVI_med__RED_t,0,0
cross_band,NDVI_med__NIR_t,0,0
cross_band,NDVI_med__SWIR1_t,0,0
cross_band,NDVI_med__SWIR2_t,0,0
cross_band,NDVI_sd__SWIR2_t,-0.00574388133059484,-0.523613770071952
cross_band,NDWI_med__RED_t,0,0
cross_band,NDWI_med__NIR_t,0,0
cross_band,NDWI_med__SWIR1_t,0,0
cross_band,NPV_med__NIR_t,0,0
cross_band,NPV_med__SWIR1_t,0,0
cross_band,NPV_med__SWIR2_t,0,0
cross_band,NDFI_med__NIR_t,0,0
cross_band,NDFI_sd__RED_t,0,0
cross_band,NDFI_sd__NIR_t,0,0
cross_band,NDFI_sd__SWIR1_t,0,0
